olympiad_name,organizer_name
Объединенная межвузовская олимпиада школьников,Комитет по науке и высшей школе Санкт-Петербурга
Объединенная межвузовская олимпиада школьников,"Федеральное государственное автономное образовательное учреждение высшего образования ""Российский университет транспорта"""
Объединенная межвузовская олимпиада школьников,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский автомобильно-дорожный государственный технический университет (МАДИ)"""
Объединенная межвузовская олимпиада школьников,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""МИРЭА - Российский технологический университет"""
Объединенная межвузовская олимпиада школьников,"Федеральное государственное автономное образовательное учреждение высшего образования ""Российский университет дружбы народов имени Патриса Лумумбы"""
Объединенная межвузовская олимпиада школьников,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Российский химико-технологический университет имени Д.И. Менделеева"""
Объединенная межвузовская олимпиада школьников,"Федеральное государственное автономное образовательное учреждение высшего образования ""Московский политехнический университет"""
Объединенная межвузовская олимпиада школьников,"Государственное автономное образовательное учреждение высшего образования города Москвы ""Московский городской педагогический университет"""
Объединенная межвузовская олимпиада школьников,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Национальный исследовательский университет ""МЭИ"""
Объединенная межвузовская олимпиада школьников,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский авиационный институт (национальный исследовательский университет)"""
Объединенная межвузовская олимпиада школьников,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет геодезии и картографии"""
Объединенная межвузовская олимпиада школьников,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Национальный исследовательский Московский государственный строительный университет"""
Объединенная межвузовская олимпиада школьников,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Университет ""Дубна"""
Объединенная межвузовская олимпиада школьников,"Федеральное государственное автономное образовательное учреждение высшего образования ""Национальный исследовательский ядерный университет ""МИФИ"""
Объединенная межвузовская олимпиада школьников,"Федеральное государственное автономное образовательное учреждение высшего образования ""Московский государственный технологический университет ""СТАНКИН"""
Объединенная межвузовская олимпиада школьников,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный технический университет гражданской авиации"" (МГТУ ГА)"
Объединенная межвузовская олимпиада школьников,"Федеральное государственное автономное образовательное учреждение высшего образования ""Национальный исследовательский технологический университет ""МИСИС"""
Объединенная межвузовская олимпиада школьников,"Федеральное государственное автономное образовательное учреждение высшего образования ""Российский государственный университет нефти и газа (национальный исследовательский университет) имени И.М. Губкина"""
Объединенная межвузовская олимпиада школьников,"Федеральное государственное автономное образовательное учреждение высшего образования ""Национальный исследовательский университет ""Московский институт электронной техники"""
Объединенная межвузовская олимпиада школьников,"Ордена Трудового Красного Знамени федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский технический университет связи и информатики"""
Объединенная межвузовская олимпиада школьников,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Санкт-Петербургский горный университет императрицы Екатерины II"""
Объединенная межвузовская олимпиада школьников,Федеральное государственное автономное образовательное учреждение высшего
Объединенная межвузовская олимпиада школьников,"образования ""Санкт-Петербургский государственный электротехнический университет ""ЛЭТИ"" им. В.И. Ульянова (Ленина)"""
Объединенная межвузовская олимпиада школьников,"Федеральное государственное автономное образовательное учреждение высшего образования ""Национальный исследовательский университет ИТМО"""
Объединенная межвузовская олимпиада школьников,"Федеральное государственное автономное образовательное учреждение высшего образования ""Санкт-Петербургский государственный университет аэрокосмического приборостроения"""
Объединенная межвузовская олимпиада школьников,"Федеральное государственное автономное образовательное учреждение высшего образования ""Санкт-Петербургский политехнический университет Петра Великого"""
Объединенная межвузовская олимпиада школьников,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Санкт-Петербургский государственный морской технический университет"""
Объединенная межвузовская олимпиада школьников,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Нижегородский государственный архитектурно-строительный университет"""
Объединенная межвузовская олимпиада школьников,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Воронежский государственный технический университет"""
Объединенная межвузовская олимпиада школьников,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Уфимский университет науки и технологий"""
Объединенная межвузовская олимпиада школьников,"Федеральное государственное автономное образовательное учреждение высшего образования ""Уральский федеральный университет имени первого Президента России Б.Н. Ельцина"""
Объединенная межвузовская олимпиада школьников,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Алтайский государственный университет"""
Объединенная межвузовская олимпиада школьников,"Федеральное государственное автономное образовательное учреждение высшего образования ""Сибирский федеральный университет"""
Объединенная межвузовская олимпиада школьников,"Федеральное государственное автономное образовательное учреждение высшего образования ""Московский физико-технический институт (национальный исследовательский университет)"""
Объединенная межвузовская олимпиада школьников,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""МИРЭА - Российский технологический университет"""
Объединенная межвузовская олимпиада школьников,"Федеральное государственное автономное образовательное учреждение высшего образования ""Национальный исследовательский технологический университет ""МИСИС"""
Объединенная межвузовская олимпиада школьников,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Алтайский государственный университет"""
Объединенная межвузовская олимпиада школьников,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский авиационный институт (национальный исследовательский университет)"""
Объединенная межвузовская олимпиада школьников,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный технический университет гражданской авиации"" (МГТУ ГА)"
Объединенная межвузовская олимпиада школьников,"Федеральное государственное автономное образовательное учреждение высшего образования ""Санкт-Петербургский государственный университет аэрокосмического приборостроения"""
Объединенная межвузовская олимпиада школьников,"Федеральное государственное автономное образовательное учреждение высшего образования ""Уральский федеральный университет имени первого Президента России Б.Н. Ельцина"""
Океан знаний,"Федеральное государственное автономное образовательное учреждение высшего образования ""Дальневосточный федеральный университет"""
Олимпиада Курчатов,Департамент образования и науки города Москвы
Олимпиада Курчатов,"Федеральное государственное автономное образовательное учреждение высшего образования ""Московский физико-технический институт (национальный исследовательский университет)"""
Олимпиада Курчатов,"Федеральное государственное автономное образовательное учреждение высшего образования ""Национальный исследовательский ядерный университет ""МИФИ"""
Олимпиада Курчатов,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""МИРЭА - Российский технологический университет"""
Олимпиада МГИМО МИД России для школьников,"Федеральное государственное автономное образовательное учреждение высшего образования ""Московский государственный институт международных отношений (университет) Министерства иностранных дел Российской Федерации"""
"Олимпиада по комплексу предметов ""Культура и искусство""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Санкт-Петербургский государственный университет промышленных технологий и дизайна"""
"Олимпиада по химии и химической технологии ""Потомки Менделеева""","Федеральное государственное автономное образовательное учреждение высшего образования ""Казанский (Приволжский) федеральный университет"""
"Олимпиада по экономике в рамках международного экономического фестиваля школьников ""Сибириада. Шаг в мечту""",Министерство образования Новосибирской области
"Олимпиада по экономике в рамках международного экономического фестиваля школьников ""Сибириада. Шаг в мечту""","Федеральное государственное автономное образовательное учреждение высшего образования ""Новосибирский национальный исследовательский государственный университет"""
"Олимпиада по экономике в рамках международного экономического фестиваля школьников ""Сибириада. Шаг в мечту""","Федеральное государственное автономное образовательное учреждение высшего образования ""Национальный исследовательский университет ""Высшая школа экономики"""
"Олимпиада по экономике в рамках международного экономического фестиваля школьников ""Сибириада. Шаг в мечту""","Автономная некоммерческая образовательная организация высшего образования Центросоюза Российской Федерации ""Сибирский университет потребительской кооперации"""
Олимпиада РГГУ для школьников,"Федеральное государственное автономное образовательное учреждение высшего образования ""Российский государственный гуманитарный университет"""
"Олимпиада школьников ""Гранит науки""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Санкт-Петербургский горный университет императрицы Екатерины II"""
"Олимпиада школьников ""Гранит науки""","Федеральное государственное автономное образовательное учреждение высшего образования ""Национальный исследовательский Томский политехнический университет"""
"Олимпиада школьников ""Гранит науки""","Федеральное государственное автономное образовательное учреждение высшего образования ""Балтийский федеральный университет имени Иммануила Канта"""
"Олимпиада школьников ""Гранит науки""","Ордена Трудового Красного Знамени федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский технический университет связи и информатики"""
"Олимпиада школьников ""Гранит науки""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет геодезии и картографии"""
"Олимпиада школьников ""Гранит науки""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Казанский национальный исследовательский технический университет им. А.Н. Туполева-КАИ"""
"Олимпиада школьников ""Гранит науки""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Сибирский государственный университет телекоммуникаций и информатики"""
"Олимпиада школьников ""Гранит науки""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Уфимский государственный нефтяной технический университет"""
"Олимпиада школьников ""Гранит науки""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Алтайский государственный университет"""
"Олимпиада школьников ""Гранит науки""","Федеральное государственное автономное образовательное учреждение высшего образования ""Пермский национальный исследовательский политехнический университет"""
"Олимпиада школьников ""Гранит науки""","Федеральное государственное автономное образовательное учреждение высшего образования ""Сибирский федеральный университет"""
"Олимпиада школьников ""Гранит науки""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Юго-Западный государственный университет"""
"Олимпиада школьников ""Гранит науки""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Вятский государственный университет"""
"Олимпиада школьников ""Ломоносов""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет имени М.В. Ломоносова"""
"Олимпиада школьников ""Ломоносов""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Кемеровский государственный университет"""
"Олимпиада школьников ""Ломоносов""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет имени М.В. Ломоносова"""
"Олимпиада школьников ""Ломоносов""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет имени М.В. Ломоносова"""
"Олимпиада школьников ""Ломоносов""","Федеральное государственное автономное образовательное учреждение высшего образования ""Московский государственный институт международных отношений (университет) Министерства иностранных дел Российской Федерации"""
"Олимпиада школьников ""Ломоносов""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет имени М.В. Ломоносова"""
"Олимпиада школьников ""Надежда энергетики""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Национальный исследовательский университет ""МЭИ"""
"Олимпиада школьников ""Надежда энергетики""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Ивановский государственный энергетический университет имени В.И. Ленина"""
"Олимпиада школьников ""Надежда энергетики""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Казанский государственный энергетический университет"""
"Олимпиада школьников ""Надежда энергетики""","Федеральное государственное автономное образовательное учреждение высшего образования ""Сибирский федеральный университет"""
"Олимпиада школьников ""Покори Воробьевы горы!""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет имени М.В. Ломоносова"""
"Олимпиада школьников ""Робофест""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет имени М.В. Ломоносова"""
"Олимпиада школьников ""Физтех""","Федеральное государственное автономное образовательное учреждение высшего образования ""Московский физико-технический институт (национальный исследовательский университет)"""
"Олимпиада школьников ""Физтех""","Федеральное государственное автономное образовательное учреждение высшего образования ""Московский физико-технический институт (национальный исследовательский университет)"""
"Олимпиада школьников ""Физтех""","Федеральное государственное автономное образовательное учреждение высшего образования ""Национальный исследовательский университет ""Высшая школа экономики"""
"Олимпиада школьников ""Физтех""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Новосибирский государственный технический университет"""
"Олимпиада школьников ""Физтех""","Федеральное государственное автономное образовательное учреждение высшего образования ""Московский государственный технологический университет ""СТАНКИН"""
"Олимпиада школьников ""Физтех""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Санкт-Петербургский государственный университет телекоммуникаций им. проф. М.А. Бонч-Бруевича"""
"Олимпиада школьников ""Физтех""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Сибирский государственный университет телекоммуникаций и информатики"""
"Олимпиада школьников ""Физтех""","Ордена Трудового Красного Знамени федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский технический университет связи и информатики"""
"Олимпиада школьников ""Физтех""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""МИРЭА - Российский технологический университет"""
"Олимпиада школьников ""Физтех""","Федеральное государственное автономное образовательное учреждение высшего образования ""Московский политехнический университет"""
"Олимпиада школьников ""Физтех""","Федеральное государственное автономное образовательное учреждение высшего образования ""Балтийский федеральный университет имени Иммануила Канта"""
"Олимпиада школьников ""Физтех""","Федеральное государственное автономное образовательное учреждение высшего образования ""Омский государственный технический университет"""
"Олимпиада школьников ""Физтех""","Федеральное государственное автономное образовательное учреждение высшего образования ""Санкт-Петербургский политехнический университет Петра Великого"""
"Олимпиада школьников ""Физтех""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Алтайский государственный университет"""
"Олимпиада школьников ""Физтех""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Алтайский государственный технический университет им. И.И. Ползунова"""
"Олимпиада школьников ""Физтех""","Федеральное государственное автономное образовательное учреждение высшего образования ""Волгоградский государственный университет"""
"Олимпиада школьников ""Физтех""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Тамбовский государственный университет имени Г.Р. Державина"""
"Олимпиада школьников ""Физтех""","Федеральное государственное автономное образовательное учреждение высшего образования ""Московский физико-технический институт (национальный исследовательский университет)"""
"Олимпиада школьников ""Физтех""","Федеральное государственное автономное образовательное учреждение высшего образования ""Санкт-Петербургский государственный электротехнический университет ""ЛЭТИ"" им. В.И. Ульянова (Ленина)"""
"Олимпиада школьников ""Физтех""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Уфимский университет науки и технологий"""
"Олимпиада школьников ""Физтех""","Федеральное государственное автономное образовательное учреждение высшего образования ""Казанский (Приволжский) федеральный университет"""
"Олимпиада школьников ""Физтех""","Федеральное государственное автономное образовательное учреждение высшего образования ""Северо-Кавказский федеральный университет"""
"Олимпиада школьников ""Физтех""","Федеральное государственное автономное образовательное учреждение высшего образования ""Южный федеральный университет"""
"Олимпиада школьников ""Физтех""","Федеральное государственное автономное образовательное учреждение высшего образования ""Национальный исследовательский университет ""Московский институт электронной техники"""
"Олимпиада школьников ""Физтех""","Федеральное государственное автономное образовательное учреждение высшего образования ""Национальный исследовательский технологический университет ""МИСИС"""
"Олимпиада школьников ""Физтех""","Федеральное государственное автономное образовательное учреждение высшего образования ""Московский физико-технический институт (национальный исследовательский университет)"""
"Олимпиада школьников ""Физтех""","Автономная некоммерческая организация высшего образования ""Российский новый университет"""
"Олимпиада школьников ""Физтех""","Частное образовательное учреждение высшего образования ""Московский университет имени С.Ю. Витте"""
"Олимпиада школьников ""Физтех""","Федеральное государственное автономное образовательное учреждение высшего образования ""Московский физико-технический институт (национальный исследовательский университет)"""
"Олимпиада школьников ""Физтех""","Федеральное государственное автономное образовательное учреждение высшего образования ""Санкт-Петербургский государственный электротехнический университет ""ЛЭТИ"" им. В.И. Ульянова (Ленина)"""
"Олимпиада школьников ""Физтех""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Уфимский университет науки и технологий"""
"Олимпиада школьников ""Физтех""","Федеральное государственное автономное образовательное учреждение высшего образования ""Казанский (Приволжский) федеральный университет"""
"Олимпиада школьников ""Физтех""","Федеральное государственное автономное образовательное учреждение высшего образования ""Северо-Кавказский федеральный университет"""
"Олимпиада школьников ""Физтех""","Федеральное государственное автономное образовательное учреждение высшего образования ""Южный федеральный университет"""
"Олимпиада школьников ""Физтех""","Федеральное государственное автономное образовательное учреждение высшего образования ""Национальный исследовательский университет ""Московский институт электронной техники"""
"Олимпиада школьников ""Физтех""","Федеральное государственное автономное образовательное учреждение высшего образования ""Национальный исследовательский технологический университет ""МИСИС"""
"Олимпиада школьников ""Физтех""","Федеральное государственное автономное образовательное учреждение высшего образования ""Московский физико-технический институт (национальный исследовательский университет)"""
"Олимпиада школьников ""Шаг в будущее""","Федеральное государственное автономное образовательное учреждение высшего образования ""Московский государственный технический университет имени Н.Э. Баумана (национальный исследовательский университет)"""
Олимпиада школьников по информатике и программированию,"Федеральное государственное автономное образовательное учреждение высшего образования ""Национальный исследовательский университет ИТМО"""
"Олимпиада школьников по программированию ""ТехноКубок""","Федеральное государственное автономное образовательное учреждение высшего образования ""Московский физико-технический институт (национальный исследовательский университет)"""
"Олимпиада школьников по программированию ""ТехноКубок""","Федеральное государственное автономное образовательное учреждение высшего образования ""Московский государственный технический университет имени Н.Э. Баумана (национальный исследовательский университет)"""
Олимпиада школьников Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации"""
Олимпиада школьников Санкт-Петербургского государственного университета,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Санкт-Петербургский государственный университет"""
"Олимпиада школьников федерального государственного бюджетного образовательного учреждения высшего образования ""Всероссийский государственный университет юстиции (РПА Минюста России)"" ""В мир права""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Всероссийский государственный университет юстиции (РПА Минюста России)"""
